otorinolaringologi,['QQQ&#111;&#116;&#111;&#114;&#105;&#110;&#111;&#108;&#97;&#114;&#105;&#110;&#103;&#111;&#108;&#111;&#103;&#105;', 180000]
garnizon,['<ruby>防<rt>QQQ&#103;&#97;&#114;&#110;&#105;&#122;&#111;&#110;</rt></ruby>', 80000]
gasometr,['QQQ&#103;&#97;&#115;&#111;&#109;&#101;&#116;&#114;', 80000]
genealog,['<ruby>谱<rt>QQQ&#103;&#101;&#110;&#101;&#97;&#108;&#111;&#103;</rt></ruby>', 80000]
generaci,['<ruby>代<rt>QQQ&#103;&#101;&#110;&#101;&#114;&#97;&#99;&#105;</rt></ruby>', 80000]
geofizik,['QQQ&#103;&#101;&#111;&#102;&#105;&#122;&#105;&#107;', 80000]
geografi,['<ruby>地<rt>QQQ&#103;&#101;&#111;&#103;&#114;&#97;&#102;&#105;</rt></ruby>', 80000]
geometri,['<ruby>形<rt>QQQ&#103;&#101;&#111;&#109;&#101;&#116;&#114;&#105;</rt></ruby>', 80000]
gernezej,['QQQ&#103;&#101;&#114;&#110;&#101;&#122;&#101;&#106;', 80000]
gigabajt,['QQQ&#103;&#105;&#103;&#97;&#98;&#97;&#106;&#116;', 80000]
gigaherc,['QQQ&#103;&#105;&#103;&#97;&#104;&#101;&#114;&#99;', 80000]
gingivit,['QQQ&#103;&#105;&#110;&#103;&#105;&#118;&#105;&#116;', 80000]
ginostem,['QQQ&#103;&#105;&#110;&#111;&#115;&#116;&#101;&#109;', 80000]
giroskop,['QQQ&#103;&#105;&#114;&#111;&#115;&#107;&#111;&#112;', 80000]
glicerid,['QQQ&#103;&#108;&#105;&#99;&#101;&#114;&#105;&#100;', 80000]
gliceril,['QQQ&#103;&#108;&#105;&#99;&#101;&#114;&#105;&#108;', 80000]
glicerin,['<ruby>剂<rt>QQQ&#103;&#108;&#105;&#99;&#101;&#114;&#105;&#110;</rt></ruby>', 80000]
glicerol,['QQQ&#103;&#108;&#105;&#99;&#101;&#114;&#111;&#108;', 80000]
gliciriz,['<ruby>草<rt>QQQ&#103;&#108;&#105;&#99;&#105;&#114;&#105;&#122;</rt></ruby>', 80000]
gradient,['QQQ&#103;&#114;&#97;&#100;&#105;&#101;&#110;&#116;', 80000]
grafolog,['<ruby>笔<rt>QQQ&#103;&#114;&#97;&#102;&#111;&#108;&#111;&#103;</rt></ruby>', 80000]
gramatik,['<ruby>语<rt>QQQ&#103;&#114;&#97;&#109;&#97;&#116;&#105;&#107;</rt></ruby>', 80000]
gramenac,['QQQ&#103;&#114;&#97;&#109;&#101;&#110;&#97;&#99;', 80000]
graminac,['QQQ&#103;&#114;&#97;&#109;&#105;&#110;&#97;&#99;', 80000]
gramofon,['QQQ&#103;&#114;&#97;&#109;&#111;&#102;&#111;&#110;', 80000]
grancxak,['QQQ&#103;&#114;&#97;&#110;&#99;&#120;&#97;&#107;', 80000]
grandioz,['<ruby>大<rt>QQQ&#103;&#114;&#97;&#110;&#100;&#105;&#111;&#122;</rt></ruby>', 80000]
gratifik,['QQQ&#103;&#114;&#97;&#116;&#105;&#102;&#105;&#107;', 80000]
grenadil,['QQQ&#103;&#114;&#101;&#110;&#97;&#100;&#105;&#108;', 80000]
grenadin,['QQQ&#103;&#114;&#101;&#110;&#97;&#100;&#105;&#110;', 80000]
grenland,['QQQ&#103;&#114;&#101;&#110;&#108;&#97;&#110;&#100;', 80000]
grenvicx,['QQQ&#103;&#114;&#101;&#110;&#118;&#105;&#99;&#120;', 80000]
grezijon,['QQQ&#103;&#114;&#101;&#122;&#105;&#106;&#111;&#110;', 80000]
gronland,['QQQ&#103;&#114;&#111;&#110;&#108;&#97;&#110;&#100;', 80000]
gujgxoux,['QQQ&#103;&#117;&#106;&#103;&#120;&#111;&#117;&#120;', 80000]
gujxarat,['QQQ&#103;&#117;&#106;&#120;&#97;&#114;&#97;&#116;', 80000]
gutaperk,['<ruby>胶<rt>QQQ&#103;&#117;&#116;&#97;&#112;&#101;&#114;&#107;</rt></ruby>', 80000]
gvadelup,['QQQ&#103;&#118;&#97;&#100;&#101;&#108;&#117;&#112;', 80000]
gvajakol,['QQQ&#103;&#118;&#97;&#106;&#97;&#107;&#111;&#108;', 80000]
gvandung,['QQQ&#103;&#118;&#97;&#110;&#100;&#117;&#110;&#103;', 80000]
gvatemal,['QQQ&#103;&#118;&#97;&#116;&#101;&#109;&#97;&#108;', 80000]
gxazband,['QQQ&#103;&#120;&#97;&#122;&#98;&#97;&#110;&#100;', 80000]
gxegxang,['QQQ&#103;&#120;&#101;&#103;&#120;&#97;&#110;&#103;', 80000]
gxendarm,['<ruby>兵<rt>QQQ&#103;&#120;&#101;&#110;&#100;&#97;&#114;&#109;</rt></ruby>', 80000]
gxeneral,['<ruby>通<rt>QQQ&#103;&#120;&#101;&#110;&#101;&#114;&#97;&#108;</rt></ruby>', 80000]
gxjangsu,['QQQ&#103;&#120;&#106;&#97;&#110;&#103;&#115;&#117;', 80000]
habsburg,['QQQ&#104;&#97;&#98;&#115;&#98;&#117;&#114;&#103;', 80000]
halebard,['<ruby>枪<rt>QQQ&#104;&#97;&#108;&#101;&#98;&#97;&#114;&#100;</rt></ruby>', 80000]
haleluja,['QQQ&#104;&#97;&#108;&#101;&#108;&#117;&#106;&#97;', 80000]
hampsxir,['QQQ&#104;&#97;&#109;&#112;&#115;&#120;&#105;&#114;', 80000]
handikap,['QQQ&#104;&#97;&#110;&#100;&#105;&#107;&#97;&#112;', 80000]
harmonik,['<ruby>和<rt>QQQ&#104;&#97;&#114;&#109;&#111;&#110;&#105;&#107;</rt></ruby>', 80000]
harpaled,['QQQ&#104;&#97;&#114;&#112;&#97;&#108;&#101;&#100;', 80000]
hegemoni,['<ruby>权<rt>QQQ&#104;&#101;&#103;&#101;&#109;&#111;&#110;&#105;</rt></ruby>', 80000]
hekatomb,['<ruby>祭<rt>QQQ&#104;&#101;&#107;&#97;&#116;&#111;&#109;&#98;</rt></ruby>', 80000]
heksaedr,['QQQ&#104;&#101;&#107;&#115;&#97;&#101;&#100;&#114;', 80000]
helikriz,['QQQ&#104;&#101;&#108;&#105;&#107;&#114;&#105;&#122;', 80000]
heliopol,['QQQ&#104;&#101;&#108;&#105;&#111;&#112;&#111;&#108;', 80000]
hemipter,['QQQ&#104;&#101;&#109;&#105;&#112;&#116;&#101;&#114;', 80000]
hemisfer,['QQQ&#104;&#101;&#109;&#105;&#115;&#102;&#101;&#114;', 80000]
hemistik,['QQQ&#104;&#101;&#109;&#105;&#115;&#116;&#105;&#107;', 80000]
hemoragi,['QQQ&#104;&#101;&#109;&#111;&#114;&#97;&#103;&#105;', 80000]
hemoroid,['QQQ&#104;&#101;&#109;&#111;&#114;&#111;&#105;&#100;', 80000]
henegovi,['QQQ&#104;&#101;&#110;&#101;&#103;&#111;&#118;&#105;', 80000]
heraklit,['QQQ&#104;&#101;&#114;&#97;&#107;&#108;&#105;&#116;', 80000]
heraldik,['QQQ&#104;&#101;&#114;&#97;&#108;&#100;&#105;&#107;', 80000]
hermetik,['QQQ&#104;&#101;&#114;&#109;&#101;&#116;&#105;&#107;', 80000]
hidrange,['QQQ&#104;&#105;&#100;&#114;&#97;&#110;&#103;&#101;', 80000]
hidrogen,['<ruby>氢<rt>QQQ&#104;&#105;&#100;&#114;&#111;&#103;&#101;&#110;</rt></ruby>', 80000]
hierarki,['<ruby>级<rt>QQQ&#104;&#105;&#101;&#114;&#97;&#114;&#107;&#105;</rt></ruby>', 80000]
hieratik,['QQQ&#104;&#105;&#101;&#114;&#97;&#116;&#105;&#107;', 80000]
hieronim,['QQQ&#104;&#105;&#101;&#114;&#111;&#110;&#105;&#109;', 80000]
himacxal,['QQQ&#104;&#105;&#109;&#97;&#99;&#120;&#97;&#108;', 80000]
hingiang,['QQQ&#104;&#105;&#110;&#103;&#105;&#97;&#110;&#103;', 80000]
hiperbol,['QQQ&#104;&#105;&#112;&#101;&#114;&#98;&#111;&#108;', 80000]
hiperemi,['QQQ&#104;&#105;&#112;&#101;&#114;&#101;&#109;&#105;', 80000]
hipodrom,['<ruby>场<rt>QQQ&#104;&#105;&#112;&#111;&#100;&#114;&#111;&#109;</rt></ruby>', 80000]
hipokrat,['QQQ&#104;&#105;&#112;&#111;&#107;&#114;&#97;&#116;', 80000]
hipokrit,['<ruby>装<rt>QQQ&#104;&#105;&#112;&#111;&#107;&#114;&#105;&#116;</rt></ruby>', 80000]
hipsipet,['QQQ&#104;&#105;&#112;&#115;&#105;&#112;&#101;&#116;', 80000]
hirosxim,['QQQ&#104;&#105;&#114;&#111;&#115;&#120;&#105;&#109;', 80000]
histerez,['QQQ&#104;&#105;&#115;&#116;&#101;&#114;&#101;&#122;', 80000]
histrion,['QQQ&#104;&#105;&#115;&#116;&#114;&#105;&#111;&#110;', 80000]
hocximin,['QQQ&#104;&#111;&#99;&#120;&#105;&#109;&#105;&#110;', 80000]
hologram,['QQQ&#104;&#111;&#108;&#111;&#103;&#114;&#97;&#109;', 80000]
holoturi,['QQQ&#104;&#111;&#108;&#111;&#116;&#117;&#114;&#105;', 80000]
holstini,['QQQ&#104;&#111;&#108;&#115;&#116;&#105;&#110;&#105;', 80000]
homeopat,['QQQ&#104;&#111;&#109;&#101;&#111;&#112;&#97;&#116;', 80000]
honduras,['QQQ&#104;&#111;&#110;&#100;&#117;&#114;&#97;&#115;', 80000]
hongkong,['QQQ&#104;&#111;&#110;&#103;&#107;&#111;&#110;&#103;', 80000]
honolulu,['QQQ&#104;&#111;&#110;&#111;&#108;&#117;&#108;&#117;', 80000]
honorari,['<ruby>敬<rt>QQQ&#104;&#111;&#110;&#111;&#114;&#97;&#114;&#105;</rt></ruby>', 80000]
horizont,['<ruby>天<rt>QQQ&#104;&#111;&#114;&#105;&#122;&#111;&#110;&#116;</rt></ruby>', 80000]
horoskop,['<ruby>星<rt>QQQ&#104;&#111;&#114;&#111;&#115;&#107;&#111;&#112;</rt></ruby>', 80000]
hortensi,['<ruby>花<rt>QQQ&#104;&#111;&#114;&#116;&#101;&#110;&#115;&#105;</rt></ruby>', 80000]
hortulan,['<ruby>者<rt>QQQ&#104;&#111;&#114;&#116;&#117;&#108;&#97;&#110;</rt></ruby>', 80000]
hospital,['<ruby>中<rt>QQQ&#104;&#111;&#115;&#112;&#105;&#116;&#97;&#108;</rt></ruby>', 80000]
hxirurgi,['<ruby>术<rt>QQQ&#104;&#120;&#105;&#114;&#117;&#114;&#103;&#105;</rt></ruby>', 80000]
hxorasan,['QQQ&#104;&#120;&#111;&#114;&#97;&#115;&#97;&#110;', 80000]
ideogram,['QQQ&#105;&#100;&#101;&#111;&#103;&#114;&#97;&#109;', 80000]
ideologi,['QQQ&#105;&#100;&#101;&#111;&#108;&#111;&#103;&#105;', 80000]
idiotism,['<ruby>语<rt>QQQ&#105;&#100;&#105;&#111;&#116;&#105;&#115;&#109;</rt></ruby>', 80000]
iktiokol,['<ruby>鱼<rt>QQQ&#105;&#107;&#116;&#105;&#111;&#107;&#111;&#108;</rt></ruby>', 80000]
imaginar,['QQQ&#105;&#109;&#97;&#103;&#105;&#110;&#97;&#114;', 80000]
impedanc,['QQQ&#105;&#109;&#112;&#101;&#100;&#97;&#110;&#99;', 80000]
imperial,['<ruby>皇<rt>QQQ&#105;&#109;&#112;&#101;&#114;&#105;&#97;&#108;</rt></ruby>', 80000]
imperium,['QQQ&#105;&#109;&#112;&#101;&#114;&#105;&#117;&#109;', 80000]
impotent,['QQQ&#105;&#109;&#112;&#111;&#116;&#101;&#110;&#116;', 80000]
improviz,['<ruby>造<rt>QQQ&#105;&#109;&#112;&#114;&#111;&#118;&#105;&#122;</rt></ruby>', 80000]
inauxgur,['<ruby>开<rt>QQQ&#105;&#110;&#97;&#117;&#120;&#103;&#117;&#114;</rt></ruby>', 80000]
incident,['QQQ&#105;&#110;&#99;&#105;&#100;&#101;&#110;&#116;', 80000]
indigxen,['<ruby>民<rt>QQQ&#105;&#110;&#100;&#105;&#103;&#120;&#101;&#110;</rt></ruby>', 80000]
individu,['<ruby>独<rt>QQQ&#105;&#110;&#100;&#105;&#118;&#105;&#100;&#117;</rt></ruby>', 80000]
indocxin,['QQQ&#105;&#110;&#100;&#111;&#99;&#120;&#105;&#110;', 80000]
indonezi,['QQQ&#105;&#110;&#100;&#111;&#110;&#101;&#122;&#105;', 80000]
industri,['<ruby>工<rt>QQQ&#105;&#110;&#100;&#117;&#115;&#116;&#114;&#105;</rt></ruby>', 80000]
influenc,['QQQ&#105;&#110;&#102;&#108;&#117;&#101;&#110;&#99;', 80000]
infrason,['QQQ&#105;&#110;&#102;&#114;&#97;&#115;&#111;&#110;', 80000]
inhibici,['QQQ&#105;&#110;&#104;&#105;&#98;&#105;&#99;&#105;', 80000]
injektor,['QQQ&#105;&#110;&#106;&#101;&#107;&#116;&#111;&#114;', 80000]
inkluziv,['<ruby>性<rt>QQQ&#105;&#110;&#107;&#108;&#117;&#122;&#105;&#118;</rt></ruby>', 80000]
inkognit,['<ruby>隐<rt>QQQ&#105;&#110;&#107;&#111;&#103;&#110;&#105;&#116;</rt></ruby>', 80000]
insolaci,['QQQ&#105;&#110;&#115;&#111;&#108;&#97;&#99;&#105;', 80000]
instinkt,['<ruby>觉<rt>QQQ&#105;&#110;&#115;&#116;&#105;&#110;&#107;&#116;</rt></ruby>', 80000]
institut,['<ruby>学<rt>QQQ&#105;&#110;&#115;&#116;&#105;&#116;&#117;&#116;</rt></ruby>', 80000]
integral,['QQQ&#105;&#110;&#116;&#101;&#103;&#114;&#97;&#108;', 80000]
intelekt,['<ruby>智<rt>QQQ&#105;&#110;&#116;&#101;&#108;&#101;&#107;&#116;</rt></ruby>', 80000]
intensiv,['QQQ&#105;&#110;&#116;&#101;&#110;&#115;&#105;&#118;', 80000]
interfac,['QQQ&#105;&#110;&#116;&#101;&#114;&#102;&#97;&#99;', 80000]
interfer,['QQQ&#105;&#110;&#116;&#101;&#114;&#102;&#101;&#114;', 80000]
intermit,['<ruby>断<rt>QQQ&#105;&#110;&#116;&#101;&#114;&#109;&#105;&#116;</rt></ruby>', 80000]
internet,['QQQ&#105;&#110;&#116;&#101;&#114;&#110;&#101;&#116;', 80000]
interpol,['QQQ&#105;&#110;&#116;&#101;&#114;&#112;&#111;&#108;', 80000]
interval,['QQQ&#105;&#110;&#116;&#101;&#114;&#118;&#97;&#108;', 80000]
intervju,['<ruby>谈<rt>QQQ&#105;&#110;&#116;&#101;&#114;&#118;&#106;&#117;</rt></ruby>', 80000]
inventar,['QQQ&#105;&#110;&#118;&#101;&#110;&#116;&#97;&#114;', 80000]
involukr,['QQQ&#105;&#110;&#118;&#111;&#108;&#117;&#107;&#114;', 80000]
iskiatik,['QQQ&#105;&#115;&#107;&#105;&#97;&#116;&#105;&#107;', 80000]
istanbul,['QQQ&#105;&#115;&#116;&#97;&#110;&#98;&#117;&#108;', 80000]
izentrop,['QQQ&#105;&#122;&#101;&#110;&#116;&#114;&#111;&#112;', 80000]
izodinam,['QQQ&#105;&#122;&#111;&#100;&#105;&#110;&#97;&#109;', 80000]
jamusukr,['QQQ&#106;&#97;&#109;&#117;&#115;&#117;&#107;&#114;', 80000]
janicxar,['QQQ&#106;&#97;&#110;&#105;&#99;&#120;&#97;&#114;', 80000]
japanesk,['QQQ&#106;&#97;&#112;&#97;&#110;&#101;&#115;&#107;', 80000]
jodoform,['QQQ&#106;&#111;&#100;&#111;&#102;&#111;&#114;&#109;', 80000]
jugoslav,['QQQ&#106;&#117;&#103;&#111;&#115;&#108;&#97;&#118;', 80000]
jxambore,['QQQ&#106;&#120;&#97;&#109;&#98;&#111;&#114;&#101;', 80000]
kaboverd,['QQQ&#107;&#97;&#98;&#111;&#118;&#101;&#114;&#100;', 80000]
kacxalot,['QQQ&#107;&#97;&#99;&#120;&#97;&#108;&#111;&#116;', 80000]
kafeteri,['QQQ&#107;&#97;&#102;&#101;&#116;&#101;&#114;&#105;', 80000]
kalandra,['QQQ&#107;&#97;&#108;&#97;&#110;&#100;&#114;&#97;', 80000]
kalcedon,['QQQ&#107;&#97;&#108;&#99;&#101;&#100;&#111;&#110;', 80000]
kalcidik,['QQQ&#107;&#97;&#108;&#99;&#105;&#100;&#105;&#107;', 80000]
kaledoni,['QQQ&#107;&#97;&#108;&#101;&#100;&#111;&#110;&#105;', 80000]
kalendar,['<ruby>历<rt>QQQ&#107;&#97;&#108;&#101;&#110;&#100;&#97;&#114;</rt></ruby>', 80000]
kalendul,['<ruby>花<rt>QQQ&#107;&#97;&#108;&#101;&#110;&#100;&#117;&#108;</rt></ruby>', 80000]
kalistef,['QQQ&#107;&#97;&#108;&#105;&#115;&#116;&#101;&#102;', 80000]
kalkulus,['QQQ&#107;&#97;&#108;&#107;&#117;&#108;&#117;&#115;', 80000]
kalocxaj,['QQQ&#107;&#97;&#108;&#111;&#99;&#120;&#97;&#106;', 80000]
kamasutr,['QQQ&#107;&#97;&#109;&#97;&#115;&#117;&#116;&#114;', 80000]
kamcxatk,['QQQ&#107;&#97;&#109;&#99;&#120;&#97;&#116;&#107;', 80000]
kameleon,['QQQ&#107;&#97;&#109;&#101;&#108;&#101;&#111;&#110;', 80000]
kampanet,['QQQ&#107;&#97;&#109;&#112;&#97;&#110;&#101;&#116;', 80000]
kampanil,['QQQ&#107;&#97;&#109;&#112;&#97;&#110;&#105;&#108;', 80000]
kampanul,['QQQ&#107;&#97;&#109;&#112;&#97;&#110;&#117;&#108;', 80000]
kampucxi,['QQQ&#107;&#97;&#109;&#112;&#117;&#99;&#120;&#105;', 80000]
kandidat,['<ruby>者<rt>QQQ&#107;&#97;&#110;&#100;&#105;&#100;&#97;&#116;</rt></ruby>', 80000]
kantarel,['QQQ&#107;&#97;&#110;&#116;&#97;&#114;&#101;&#108;', 80000]
kantarid,['<ruby>虫<rt>QQQ&#107;&#97;&#110;&#116;&#97;&#114;&#105;&#100;</rt></ruby>', 80000]
kapucxin,['QQQ&#107;&#97;&#112;&#117;&#99;&#120;&#105;&#110;', 80000]
karakter,['<ruby>性<rt>QQQ&#107;&#97;&#114;&#97;&#107;&#116;&#101;&#114;</rt></ruby>', 80000]
karambol,['<ruby>撞<rt>QQQ&#107;&#97;&#114;&#97;&#109;&#98;&#111;&#108;</rt></ruby>', 80000]
karavagx,['QQQ&#107;&#97;&#114;&#97;&#118;&#97;&#103;&#120;', 80000]
karbonat,['QQQ&#107;&#97;&#114;&#98;&#111;&#110;&#97;&#116;', 80000]
karbunkl,['QQQ&#107;&#97;&#114;&#98;&#117;&#110;&#107;&#108;', 80000]
kardamin,['QQQ&#107;&#97;&#114;&#100;&#97;&#109;&#105;&#110;', 80000]
kardinal,['<ruby>教<rt>QQQ&#107;&#97;&#114;&#100;&#105;&#110;&#97;&#108;</rt></ruby>', 80000]
kariofil,['<ruby>香<rt>QQQ&#107;&#97;&#114;&#105;&#111;&#102;&#105;&#108;</rt></ruby>', 80000]
karmezin,['QQQ&#107;&#97;&#114;&#109;&#101;&#122;&#105;&#110;', 80000]
karnatak,['QQQ&#107;&#97;&#114;&#110;&#97;&#116;&#97;&#107;', 80000]
karnaval,['<ruby>节<rt>QQQ&#107;&#97;&#114;&#110;&#97;&#118;&#97;&#108;</rt></ruby>', 80000]
karoseri,['QQQ&#107;&#97;&#114;&#111;&#115;&#101;&#114;&#105;', 80000]
kartagen,['QQQ&#107;&#97;&#114;&#116;&#97;&#103;&#101;&#110;', 80000]
kartilag,['<ruby>软<rt>QQQ&#107;&#97;&#114;&#116;&#105;&#108;&#97;&#103;</rt></ruby>', 80000]
katafalk,['<ruby>台<rt>QQQ&#107;&#97;&#116;&#97;&#102;&#97;&#108;&#107;</rt></ruby>', 80000]
katakomb,['<ruby>地<rt>QQQ&#107;&#97;&#116;&#97;&#107;&#111;&#109;&#98;</rt></ruby>', 80000]
katapult,['QQQ&#107;&#97;&#116;&#97;&#112;&#117;&#108;&#116;', 80000]
katarakt,['<ruby>流<rt>QQQ&#107;&#97;&#116;&#97;&#114;&#97;&#107;&#116;</rt></ruby>', 80000]
katedral,['<ruby>堂<rt>QQQ&#107;&#97;&#116;&#101;&#100;&#114;&#97;&#108;</rt></ruby>', 80000]
kategori,['<ruby>类<rt>QQQ&#107;&#97;&#116;&#101;&#103;&#111;&#114;&#105;</rt></ruby>', 80000]
katehxiz,['<ruby>教<rt>QQQ&#107;&#97;&#116;&#101;&#104;&#120;&#105;&#122;</rt></ruby>', 80000]
katekism,['QQQ&#107;&#97;&#116;&#101;&#107;&#105;&#115;&#109;', 80000]
katekist,['<ruby>者<rt>QQQ&#107;&#97;&#116;&#101;&#107;&#105;&#115;&#116;</rt></ruby>', 80000]
katmandu,['QQQ&#107;&#97;&#116;&#109;&#97;&#110;&#100;&#117;', 80000]
kauxcxuk,['<ruby>胶<rt>QQQ&#107;&#97;&#117;&#120;&#99;&#120;&#117;&#107;</rt></ruby>', 80000]
kauxstik,['QQQ&#107;&#97;&#117;&#120;&#115;&#116;&#105;&#107;', 80000]
kavaleri,['<ruby>兵<rt>QQQ&#107;&#97;&#118;&#97;&#108;&#101;&#114;&#105;</rt></ruby>', 80000]
kavalkad,['QQQ&#107;&#97;&#118;&#97;&#108;&#107;&#97;&#100;', 80000]
kelidoni,['QQQ&#107;&#101;&#108;&#105;&#100;&#111;&#110;&#105;', 80000]
kembrigx,['QQQ&#107;&#101;&#109;&#98;&#114;&#105;&#103;&#120;', 80000]
kenopodi,['QQQ&#107;&#101;&#110;&#111;&#112;&#111;&#100;&#105;', 80000]
kenozoik,['QQQ&#107;&#101;&#110;&#111;&#122;&#111;&#105;&#107;', 80000]
kergelen,['QQQ&#107;&#101;&#114;&#103;&#101;&#108;&#101;&#110;', 80000]
kerkedul,['QQQ&#107;&#101;&#114;&#107;&#101;&#100;&#117;&#108;', 80000]
kilobajt,['QQQ&#107;&#105;&#108;&#111;&#98;&#97;&#106;&#116;', 80000]
kilocikl,['QQQ&#107;&#105;&#108;&#111;&#99;&#105;&#107;&#108;', 80000]
kilogram,['<ruby>量<rt>QQQ&#107;&#105;&#108;&#111;&#103;&#114;&#97;&#109;</rt></ruby>', 80000]
kiloherc,['QQQ&#107;&#105;&#108;&#111;&#104;&#101;&#114;&#99;', 80000]
kilolitr,['QQQ&#107;&#105;&#108;&#111;&#108;&#105;&#116;&#114;', 80000]
kilometr,['<ruby>程<rt>QQQ&#107;&#105;&#108;&#111;&#109;&#101;&#116;&#114;</rt></ruby>', 80000]
kilovolt,['QQQ&#107;&#105;&#108;&#111;&#118;&#111;&#108;&#116;', 80000]
kingdaux,['QQQ&#107;&#105;&#110;&#103;&#100;&#97;&#117;&#120;', 80000]
kingston,['QQQ&#107;&#105;&#110;&#103;&#115;&#116;&#111;&#110;', 80000]
kinkonin,['QQQ&#107;&#105;&#110;&#107;&#111;&#110;&#105;&#110;', 80000]
kinoskop,['QQQ&#107;&#105;&#110;&#111;&#115;&#107;&#111;&#112;', 80000]
kisxinev,['QQQ&#107;&#105;&#115;&#120;&#105;&#110;&#101;&#118;', 80000]
kjongjxu,['QQQ&#107;&#106;&#111;&#110;&#103;&#106;&#120;&#117;', 80000]
klasifik,['<ruby>分<rt>QQQ&#107;&#108;&#97;&#115;&#105;&#102;&#105;&#107;</rt></ruby>', 80000]
klauxstr,['QQQ&#107;&#108;&#97;&#117;&#120;&#115;&#116;&#114;', 80000]
klematid,['QQQ&#107;&#108;&#101;&#109;&#97;&#116;&#105;&#100;', 80000]
kleopatr,['QQQ&#107;&#108;&#101;&#111;&#112;&#97;&#116;&#114;', 80000]
klerikal,['QQQ&#107;&#108;&#101;&#114;&#105;&#107;&#97;&#108;', 80000]
klevland,['QQQ&#107;&#108;&#101;&#118;&#108;&#97;&#110;&#100;', 80000]
klimatiz,['QQQ&#107;&#108;&#105;&#109;&#97;&#116;&#105;&#122;', 80000]
klorofil,['QQQ&#107;&#108;&#111;&#114;&#111;&#102;&#105;&#108;', 80000]
knokauxt,['QQQ&#107;&#110;&#111;&#107;&#97;&#117;&#120;&#116;', 80000]
kocxenil,['<ruby>色<rt>QQQ&#107;&#111;&#99;&#120;&#101;&#110;&#105;&#108;</rt></ruby>', 80000]
kokakola,['QQQ&#107;&#111;&#107;&#97;&#107;&#111;&#108;&#97;', 80000]
kokcinel,['<ruby>虫<rt>QQQ&#107;&#111;&#107;&#99;&#105;&#110;&#101;&#108;</rt></ruby>', 80000]
kokleari,['QQQ&#107;&#111;&#107;&#108;&#101;&#97;&#114;&#105;', 80000]
koksalgi,['QQQ&#107;&#111;&#107;&#115;&#97;&#108;&#103;&#105;', 80000]
kolazion,['QQQ&#107;&#111;&#108;&#97;&#122;&#105;&#111;&#110;', 80000]
kolektiv,['<ruby>集<rt>QQQ&#107;&#111;&#108;&#101;&#107;&#116;&#105;&#118;</rt></ruby>', 80000]
kolocint,['QQQ&#107;&#111;&#108;&#111;&#99;&#105;&#110;&#116;', 80000]
kolokasi,['QQQ&#107;&#111;&#108;&#111;&#107;&#97;&#115;&#105;', 80000]
kolokint,['QQQ&#107;&#111;&#108;&#111;&#107;&#105;&#110;&#116;', 80000]
kolombed,['QQQ&#107;&#111;&#108;&#111;&#109;&#98;&#101;&#100;', 80000]
kolombin,['QQQ&#107;&#111;&#108;&#111;&#109;&#98;&#105;&#110;', 80000]
koloradi,['QQQ&#107;&#111;&#108;&#111;&#114;&#97;&#100;&#105;', 80000]
kolubred,['QQQ&#107;&#111;&#108;&#117;&#98;&#114;&#101;&#100;', 80000]
komandit,['<ruby>令<rt>QQQ&#107;&#111;&#109;&#97;&#110;&#100;&#105;&#116;</rt></ruby>', 80000]
komandor,['QQQ&#107;&#111;&#109;&#97;&#110;&#100;&#111;&#114;', 80000]
komision,['<ruby>查<rt>QQQ&#107;&#111;&#109;&#105;&#115;&#105;&#111;&#110;</rt></ruby>', 80000]
kompendi,['QQQ&#107;&#111;&#109;&#112;&#101;&#110;&#100;&#105;', 80000]
kompiler,['QQQ&#107;&#111;&#109;&#112;&#105;&#108;&#101;&#114;', 80000]
kompleks,['QQQ&#107;&#111;&#109;&#112;&#108;&#101;&#107;&#115;', 80000]
komposxt,['QQQ&#107;&#111;&#109;&#112;&#111;&#115;&#120;&#116;', 80000]
kompozit,['QQQ&#107;&#111;&#109;&#112;&#111;&#122;&#105;&#116;', 80000]
komunism,['QQQ&#107;&#111;&#109;&#117;&#110;&#105;&#115;&#109;', 80000]
koncentr,['<ruby>聚<rt>QQQ&#107;&#111;&#110;&#99;&#101;&#110;&#116;&#114;</rt></ruby>', 80000]
konfeder,['QQQ&#107;&#111;&#110;&#102;&#101;&#100;&#101;&#114;', 80000]
konfekci,['<ruby>装<rt>QQQ&#107;&#111;&#110;&#102;&#101;&#107;&#99;&#105;</rt></ruby>', 80000]
konflikt,['<ruby>斗<rt>QQQ&#107;&#111;&#110;&#102;&#108;&#105;&#107;&#116;</rt></ruby>', 80000]
konfront,['QQQ&#107;&#111;&#110;&#102;&#114;&#111;&#110;&#116;', 80000]
konsider,['<ruby>思<rt>QQQ&#107;&#111;&#110;&#115;&#105;&#100;&#101;&#114;</rt></ruby>', 80000]
konstanc,['QQQ&#107;&#111;&#110;&#115;&#116;&#97;&#110;&#99;', 80000]
konstant,['<ruby>定<rt>QQQ&#107;&#111;&#110;&#115;&#116;&#97;&#110;&#116;</rt></ruby>', 80000]
konstern,['<ruby>惊<rt>QQQ&#107;&#111;&#110;&#115;&#116;&#101;&#114;&#110;</rt></ruby>', 80000]
kontempl,['QQQ&#107;&#111;&#110;&#116;&#101;&#109;&#112;&#108;', 80000]
kontrakt,['<ruby>约<rt>QQQ&#107;&#111;&#110;&#116;&#114;&#97;&#107;&#116;</rt></ruby>', 80000]
